drucksache;datum_anfrage;datum_drucksache;titel;urheber;fraktionen;fragen;einzelfragen;seiten;format_erkannt;beantwortet;vorgang;datei
21/8230;2017-03-03;2017-03-10;Verkehr und Umwelt in Hamburgs Norden;Richard Seelmaecker;CDU;2;2;23;True;True;52061;21_08230_verkehr_und_umwelt_in_hamburgs_norden.md
21/8231;2017-03-03;2017-03-10;Warum verlagert Rot-Grün jetzt den Bürgerservice in schlechter erreichbare Gewerbegebiete?;Thilo Kleibauer;CDU;13;21;3;True;True;52062;21_08231_warum_verlagert_rot_gruen_jetzt_den_buergerservice_in_schlechter_erreichbare_gewerbegebiete.md
21/8232;2017-03-03;2017-03-10;Freizeitausgleich und Zuschläge für Pflegekräfte nach dem Tarifvertrag für den öffentlichen Dienst der Länder (TV-L) – Wie sind sie genau geregelt?;Deniz Celik;Die Linke;3;25;2;True;True;52063;21_08232_freizeitausgleich_und_zuschlaege_fuer_pflegekraefte_nach_dem_tarifvertrag_fuer_den_oeffentlichen_dien.md
21/8233;2017-03-03;2017-03-10;Was plant der rot-grüne Senat mit den Geldern aus dem Bundesprogramm „Demokratie leben!“? (II);"Karin Prien; Dennis Gladiator";CDU;10;12;9;True;True;52064;21_08233_was_plant_der_rot_gruene_senat_mit_den_geldern_aus_dem_bundesprogramm_demokratie_leben_ii.md
21/8234;2017-03-03;2017-03-10;Abfrage von Informationen zum Sicherheitspersonal in Hamburger Flüchtlingsunterkünften;Prof. Dr. Jörn Kruse;AfD;9;10;4;True;True;52065;21_08234_abfrage_von_informationen_zum_sicherheitspersonal_in_hamburger_fluechtlingsunterkuenften.md
21/8241;2017-03-06;2017-03-14;Veränderung der Benutzbarkeit öffentlicher Wegeflächen und Widmung der Wegeflächen „Bei den Boltwiesen“ und „Neuer Höltigbaum“;Karl-Heinz Warnholz;CDU;8;11;2;True;True;52080;21_08241_veraenderung_der_benutzbarkeit_oeffentlicher_wegeflaechen_und_widmung_der_wegeflaechen_bei_den_boltwi.md
21/8242;2017-03-06;2017-03-14;Einsparungen zulasten der Polizeipräsenz vor Ort – Werden frei werdende BünaBe-Stellen in den Walddörfern wieder neu besetzt?;Thilo Kleibauer;CDU;8;13;3;True;True;52081;21_08242_einsparungen_zulasten_der_polizeipraesenz_vor_ort_werden_frei_werdende_buenabe_stellen_in_den_walddoe.md
21/8243;2017-03-06;2017-03-14;Verluste von denkmalgeschützten Gebäuden in Hamburg – Wie vorbildlich geht Senat mit eigenen Denkmälern um? (II);Dietrich Wersich;CDU;2;2;3;True;True;52082;21_08243_verluste_von_denkmalgeschuetzten_gebaeuden_in_hamburg_wie_vorbildlich_geht_senat_mit_eigenen_denkmael.md
21/8244;2017-03-06;2017-03-14;Straßensanierung in Hamburg;Dr. Wieland Schinnenburg;FDP;6;8;3;True;True;52083;21_08244_strassensanierung_in_hamburg.md
21/8245;2017-03-06;2017-03-14;Akkreditierung von Studiengängen (4);Dr. Wieland Schinnenburg;FDP;5;13;2;True;True;52084;21_08245_akkreditierung_von_studiengaengen_4.md
21/8246;2017-03-06;2017-03-14;Vom Studierendenwerk genutzte Flächen für die Gastronomie;Dr. Wieland Schinnenburg;FDP;8;11;3;True;True;52085;21_08246_vom_studierendenwerk_genutzte_flaechen_fuer_die_gastronomie.md
21/8247;2017-03-06;2017-03-14;Entwicklung des öffentlichen Rettungsdienstes in Hamburg;"Dennis Gladiator; Richard Seelmaecker";CDU;8;15;4;True;True;52086;21_08247_entwicklung_des_oeffentlichen_rettungsdienstes_in_hamburg.md
21/8248;2017-03-06;2017-03-14;Wie lange muss Sasel noch auf einen Jugendclub warten? (III);Dennis Thering;CDU;0;0;1;False;True;52087;21_08248_wie_lange_muss_sasel_noch_auf_einen_jugendclub_warten_iii.md
21/8249;2017-03-06;2017-03-14;Angebotsoffensive für Kundenzentren – Nichts als leere Versprechen?;"Dennis Gladiator; Dr. Jens Wolf";CDU;5;8;5;True;True;52088;21_08249_angebotsoffensive_fuer_kundenzentren_nichts_als_leere_versprechen.md
21/8250;2017-03-06;2017-03-14;Das Spielchen mit der Begriffsdefinition bei der Durchmischung von Unterkünften mit der Perspektive Wohnen;Jennyfer Dutschke;FDP;2;5;1;True;True;52089;21_08250_das_spielchen_mit_der_begriffsdefinition_bei_der_durchmischung_von_unterkuenften_mit_der_perspektive_.md
21/8253;2017-03-07;2017-03-14;Bezahlt auch Hamburg freigestellte Polizeigewerkschafter/-innen?;Christiane Schneider;Die Linke;8;12;3;True;True;52110;21_08253_bezahlt_auch_hamburg_freigestellte_polizeigewerkschafter_innen.md
21/8254;2017-03-07;2017-03-14;Straßenschäden in Hamburg;Dennis Thering;CDU;4;6;2;True;True;52111;21_08254_strassenschaeden_in_hamburg.md
21/8255;2017-03-07;2017-03-14;Aktueller Zustand der Rad- und Gehwege in Hamburg;Dennis Thering;CDU;3;3;24;True;True;52112;21_08255_aktueller_zustand_der_rad_und_gehwege_in_hamburg.md
21/8256;2017-03-07;2017-03-14;„Stolperfalle Gehweg“ – Was hat sich 2016 auf den Bürgersteigen in Hamburg getan?;Dennis Thering;CDU;13;27;19;True;True;52113;21_08256_stolperfalle_gehweg_was_hat_sich_2016_auf_den_buergersteigen_in_hamburg_getan.md
21/8257;2017-03-07;2017-03-14;Nordafrikanische Intensivtäter in Hamburg;Prof. Dr. Jörn Kruse;AfD;4;4;2;True;True;52114;21_08257_nordafrikanische_intensivtaeter_in_hamburg.md
21/8258;2017-03-07;2017-03-14;DITIB beschäftigt Salafisten als Vorsitzende ihrer Moscheegemeinde;Prof. Dr. Jörn Kruse;AfD;6;5;2;True;True;52115;21_08258_ditib_beschaeftigt_salafisten_als_vorsitzende_ihrer_moscheegemeinde.md
21/8259;2017-03-07;2017-03-14;Temporäres Unterstützungskundenzentrum in Meiendorf;Karl-Heinz Warnholz;CDU;14;14;3;True;True;52098;21_08259_temporaeres_unterstuetzungskundenzentrum_in_meiendorf.md
21/8260;2017-03-07;2017-03-14;Klarheit schaffen bei der Hilfestellung für diabeteskranke Kinder an Hamburger Vor- und Grundschulen;Karin Prien;CDU;14;24;5;True;True;52099;21_08260_klarheit_schaffen_bei_der_hilfestellung_fuer_diabeteskranke_kinder_an_hamburger_vor_und_grundschulen.md
21/8261;2017-03-07;2017-03-14;Lehrer- und Referendareinstellungen – Wie ist die aktuelle Lage?;Karin Prien;CDU;6;9;3;True;True;52100;21_08261_lehrer_und_referendareinstellungen_wie_ist_die_aktuelle_lage.md
21/8262;2017-03-07;2017-03-14;Was kostet ein Unterbringungsplatz für Flüchtlinge (II);Jennyfer Dutschke;FDP;3;3;1;True;True;52101;21_08262_was_kostet_ein_unterbringungsplatz_fuer_fluechtlinge_ii.md
21/8263;2017-03-07;2017-03-14;MDK;Dr. Wieland Schinnenburg;FDP;5;5;2;True;True;52102;21_08263_mdk.md
21/8264;2017-03-07;2017-03-14;Radverkehrskoordinatorin;Dr. Wieland Schinnenburg;FDP;7;7;3;True;True;52103;21_08264_radverkehrskoordinatorin.md
21/8265;2017-03-07;2017-03-14;Wieder Gewalt gegen Polizei in St. Georg;Dirk Nockemann;AfD;5;6;2;True;True;52104;21_08265_wieder_gewalt_gegen_polizei_in_st_georg.md
21/8269;2017-03-08;2017-03-14;Faunabrücke über die A 26;Detlef Ehlebracht;AfD;11;20;4;True;True;52123;21_08269_faunabruecke_ueber_die_a_26.md
21/8270;2017-03-08;2017-03-14;Radweg in Oevelgönne;Detlef Ehlebracht;AfD;16;25;5;True;True;52124;21_08270_radweg_in_oevelgoenne.md
21/8271;2017-03-08;2017-03-14;Wirtschaft in Hamburgs Norden;Richard Seelmaecker;CDU;6;6;5;True;True;52125;21_08271_wirtschaft_in_hamburgs_norden.md
21/8272;2017-03-08;2017-03-14;Sicherheit in Hamburgs Norden: Wie ist es um Polizei und Feuerwehr bestellt?;Richard Seelmaecker;CDU;2;3;5;True;True;52128;21_08272_sicherheit_in_hamburgs_norden_wie_ist_es_um_polizei_und_feuerwehr_bestellt.md
21/8274;2017-03-08;2017-03-14;Kosten und Nutzen der P+R-Gebühren im Jahr 2016;Dennis Thering;CDU;42;54;14;True;True;52148;21_08274_kosten_und_nutzen_der_p_r_gebuehren_im_jahr_2016.md
21/8275;2017-03-08;2017-03-14;Was führt der Senat mit dem Haus der Jugend Tegelsbarg im Schilde?;Dennis Thering;CDU;9;14;2;True;True;52147;21_08275_was_fuehrt_der_senat_mit_dem_haus_der_jugend_tegelsbarg_im_schilde.md
21/8276;2017-03-08;2017-03-14;G20-Gipfel im Sommer in Hamburg – Wie weit ist die Planung?;"Karl-Heinz Warnholz; Dennis Gladiator";CDU;20;28;4;True;True;52145;21_08276_g20_gipfel_im_sommer_in_hamburg_wie_weit_ist_die_planung.md
21/8277;2017-03-08;2017-03-14;Equal Pay Day (II) – Welche Fortschritte verzeichnet die Gleichstellung im öffentlichen Dienst?;Mareike Engels;GRÜNE;11;25;16;True;True;52143;21_08277_equal_pay_day_ii_welche_fortschritte_verzeichnet_die_gleichstellung_im_oeffentlichen_dienst.md
21/8278;2017-03-08;2017-03-14;Flüchtlingsunterbringung 2.1;Jennyfer Dutschke;FDP;7;12;3;True;True;52319;21_08278_fluechtlingsunterbringung_2_1.md
21/8279;2017-03-08;2017-03-14;Fördermittel für LGBTI*-Belange in Hamburg;Jens Meyer;FDP;10;24;5;True;True;52141;21_08279_foerdermittel_fuer_lgbti_belange_in_hamburg.md
21/8280;2017-03-08;2017-03-14;Beachvolleyballfelder;Dr. Wieland Schinnenburg;FDP;5;5;1;True;True;52138;21_08280_beachvolleyballfelder.md
21/8281;2017-03-08;2017-03-14;Wandsbeker Bezirksamt;Dr. Wieland Schinnenburg;FDP;12;18;2;True;True;52137;21_08281_wandsbeker_bezirksamt.md
21/8284;2017-03-08;2017-03-14;Umwandlung von Erstaufnahmen in Einrichtungen der Folgeunterbringung (II);Jennyfer Dutschke;FDP;8;10;2;True;True;52134;21_08284_umwandlung_von_erstaufnahmen_in_einrichtungen_der_folgeunterbringung_ii.md
21/8286;2017-03-09;2017-03-17;Wie hat sich die Anzahl förderberechtigter Haushalte in den Jahren 2015 und 2016 entwickelt?;"Birgit Stöver; Jörg Hamann";CDU;7;7;5;True;True;52129;21_08286_wie_hat_sich_die_anzahl_foerderberechtigter_haushalte_in_den_jahren_2015_und_2016_entwickelt.md
21/8287;2017-03-09;2017-03-17;Hamburgs Gefängnisse laufen voll – Wie realistisch sind die Pläne des Justizsenators zur Kooperation mit Schleswig-Holstein noch?;Richard Seelmaecker;CDU;7;8;3;True;True;52130;21_08287_hamburgs_gefaengnisse_laufen_voll_wie_realistisch_sind_die_plaene_des_justizsenators_zur_kooperation_.md
21/8288;2017-03-09;2017-03-17;Neustrukturierung des Justizvollzuges – Justizvollzug Hamburg 2020: Stand, Zeitplan und Verfahren der Prüfung von Alternativen zum Kooperationsmodell im Strafvollzug zwischen Hamburg und Schleswig-Holstein;"Urs Tabbert; Milan Pein; Henriette von Enckevort; Peri Arndt; Hendrikje Blandow-Schlegel";SPD;9;9;4;True;True;52131;21_08288_neustrukturierung_des_justizvollzuges_justizvollzug_hamburg_2020_stand_zeitplan_und_verfahren_der_pru.md
21/8289;2017-03-09;2017-03-17;Wie familienfreundlich sind Hamburgs Behörden? (II);Daniel Oetzel;FDP;7;13;3;True;True;52132;21_08289_wie_familienfreundlich_sind_hamburgs_behoerden_ii.md
21/8290;2017-03-09;2017-03-17;Verbringung von Sedimenten (XXVII) – Belastung mit PCB;"Michael Kruse; Dr. Kurt Duwe";FDP;2;2;2;True;True;52133;21_08290_verbringung_von_sedimenten_xxvii_belastung_mit_pcb.md
21/8291;2017-03-09;2017-03-17;Yang Ming Utmost – Die Verfolgung der Umweltfrevel auf der Elbe zeigt skandalöse Versäumnisse;Norbert Hackbusch;Die Linke;14;14;3;True;True;52135;21_08291_yang_ming_utmost_die_verfolgung_der_umweltfrevel_auf_der_elbe_zeigt_skandaloese_versaeumnisse.md
21/8292;2017-03-09;2017-03-17;Parkplätze HafenCity;Detlef Ehlebracht;AfD;12;23;3;True;True;52136;21_08292_parkplaetze_hafencity.md
21/8293;2017-03-09;2017-03-17;Baugebiet Oberbillwerder;Detlef Ehlebracht;AfD;13;17;5;True;True;52139;21_08293_baugebiet_oberbillwerder.md
21/8294;2017-03-09;2017-03-17;Kommt Rot-Grün inzwischen seiner Verpflichtung der Kontrolle der privaten Wach- und Sicherheitsdienste in Hamburger Flüchtlingsunterkünften nach? (III);Karin Prien;CDU;2;3;2;True;True;52140;21_08294_kommt_rot_gruen_inzwischen_seiner_verpflichtung_der_kontrolle_der_privaten_wach_und_sicherheitsdienst.md
21/8295;2017-03-09;2017-03-17;Enorme Verzögerungen bei der Auszahlung von Elterngeld im Bezirk Altona;"Dr. Joachim Körner; Dr. Bernd Baumann";AfD;8;11;2;True;True;52142;21_08295_enorme_verzoegerungen_bei_der_auszahlung_von_elterngeld_im_bezirk_altona.md
21/8296;2017-03-09;2017-03-17;Impfstatus von Kindern in Hamburg;"Dr. Joachim Körner; Dr. Bernd Baumann";AfD;6;6;3;True;True;52144;21_08296_impfstatus_von_kindern_in_hamburg.md
21/8297;2017-03-09;2017-03-17;Entschädigungsfonds für erlittenes Leid von ehemaligen Heimkindern mit Behinderungen (2);"Dr. Bernd Baumann; Dr. Joachim Körner";AfD;4;6;2;True;True;52146;21_08297_entschaedigungsfonds_fuer_erlittenes_leid_von_ehemaligen_heimkindern_mit_behinderungen_2.md
21/8298;2017-03-09;2017-03-17;Vorführungsabteilung der Untersuchungshaftanstalt – Nachfragen;Richard Seelmaecker;CDU;7;11;3;True;True;52149;21_08298_vorfuehrungsabteilung_der_untersuchungshaftanstalt_nachfragen.md
21/8299;2017-03-09;2017-03-17;Warum steigen die Eintrittspreise der Hamburger Museen?;Norbert Hackbusch;Die Linke;7;12;3;True;True;52150;21_08299_warum_steigen_die_eintrittspreise_der_hamburger_museen.md
21/8300;2017-03-09;2017-03-17;Warum erfolgt keine Koordination zwischen den Maßnahmen für den Bau der U5 und jenen für die M6?;Dennis Thering;CDU;18;23;6;True;True;52152;21_08300_warum_erfolgt_keine_koordination_zwischen_den_massnahmen_fuer_den_bau_der_u5_und_jenen_fuer_die_m6.md
21/8301;2017-03-09;2017-03-17;Schöne saubere Welt am Hamburger Hauptbahnhof? (II);"Franziska Grunwaldt; Stephan Gamm";CDU;5;8;2;True;True;52153;21_08301_schoene_saubere_welt_am_hamburger_hauptbahnhof_ii.md
21/8302;2017-03-09;2017-03-17;Gefährdung der Trainings- und Spielzeiten der Wilhelmsburger Fußballvereine;Mehmet Yildiz;Die Linke;7;9;2;True;True;52154;21_08302_gefaehrdung_der_trainings_und_spielzeiten_der_wilhelmsburger_fussballvereine.md
21/8303;2017-03-09;2017-03-17;Islamwissenschaften an den Hamburger Hochschulen;Dr. Wieland Schinnenburg;FDP;5;5;3;True;True;52156;21_08303_islamwissenschaften_an_den_hamburger_hochschulen.md
21/8304;2017-03-09;2017-03-17;Angriffe auf Geschwindigkeitskontrolleure;Dr. Wieland Schinnenburg;FDP;5;8;2;True;True;52162;21_08304_angriffe_auf_geschwindigkeitskontrolleure.md
21/8305;2017-03-09;2017-03-17;Was zahlt der Senat an Ausgleich für Flüchtlingsunterkünfte in der Hummelsbütteler Feldmark?;Dennis Thering;CDU;3;6;2;True;True;52163;21_08305_was_zahlt_der_senat_an_ausgleich_fuer_fluechtlingsunterkuenfte_in_der_hummelsbuetteler_feldmark.md
21/8306;2017-03-09;2017-03-17;Bezahlung von Gewerkschaftern durch Hamburger Behörden;"Dirk Nockemann; Dr. Bernd Baumann";AfD;3;3;2;True;True;52164;21_08306_bezahlung_von_gewerkschaftern_durch_hamburger_behoerden.md
21/8307;2017-03-09;2017-03-17;Baumscheiben in der Fuhlsbüttler Straße (V);"Dennis Thering; Stephan Gamm";CDU;3;3;2;True;True;52151;21_08307_baumscheiben_in_der_fuhlsbuettler_strasse_v.md
21/8308;2017-03-10;2017-03-17;Wegewarte;Dr. Wieland Schinnenburg;FDP;6;6;2;True;True;52177;21_08308_wegewarte.md
21/8309;2017-03-10;2017-03-17;Osmanen Germania – Hat Hamburg eine neue „Größe der Unterwelt“?;Dennis Gladiator;CDU;5;20;3;True;True;52157;21_08309_osmanen_germania_hat_hamburg_eine_neue_groesse_der_unterwelt.md
21/8310;2017-03-10;2017-03-17;„Hamburger Innovations-Wachstumsfonds“ – Wann liefert der Senat?;Carsten Ovens;CDU;7;12;2;True;True;52158;21_08310_hamburger_innovations_wachstumsfonds_wann_liefert_der_senat.md
21/8311;2017-03-10;2017-03-17;Altablagerungen mit Abfällen im Stadtteil Rahlstedt;Ole Thorben Buschhüter;SPD;5;6;3;True;True;52160;21_08311_altablagerungen_mit_abfaellen_im_stadtteil_rahlstedt.md
21/8312;2017-03-10;2017-03-17;„Flüchtlingsmonitoring“ – Wie ist die Situation Ende Februar 2017? (II);"Karin Prien; Dennis Gladiator; Franziska Grunwaldt; Jörg Hamann; Philipp Heißner; Michael Westenberger";CDU;8;14;6;True;True;52192;21_08312_fluechtlingsmonitoring_wie_ist_die_situation_ende_februar_2017_ii.md
21/8313;2017-03-10;2017-03-17;Mangelnde Brandschutzkontrollen – Welche Gefahren lauern für Besucher von Veranstaltungen?;Dennis Gladiator;CDU;4;4;2;True;True;52159;21_08313_mangelnde_brandschutzkontrollen_welche_gefahren_lauern_fuer_besucher_von_veranstaltungen.md
21/8315;2017-03-13;2017-03-21;Neuregelung der Straßenmusik in der Innenstadt;David Erkalp;CDU;15;25;4;True;True;52168;21_08315_neuregelung_der_strassenmusik_in_der_innenstadt.md
21/8316;2017-03-13;2017-03-21;Mittelkürzung des Jobcenters team.arbeit.hamburg bei Fördermaßnahmen für Hartz-IV-Empfänger/-innen um bis zu 70 Prozent, um Mittel in die Verwaltung der Arbeitslosen zu verschieben;Jörg Hamann;CDU;2;2;2;True;True;52169;21_08316_mittelkuerzung_des_jobcenters_team_arbeit_hamburg_bei_foerdermassnahmen_fuer_hartz_iv_empfaenger_inne.md
21/8319;2017-03-13;2017-03-21;Freiwillige Feuerwehr kann Rettungsboot nicht zu Wasser lassen – Zuständigkeitschaos für Instandhaltung der Slipanlage Steendiekkanal;Jörg Hamann;CDU;7;11;2;True;True;52170;21_08319_freiwillige_feuerwehr_kann_rettungsboot_nicht_zu_wasser_lassen_zustaendigkeitschaos_fuer_instandhaltu.md
21/8320;2017-03-13;2017-03-21;Barrierefreie Anlegestellen an der Außenalster – Was tut der Senat für Menschen mit Behinderung?;Dennis Thering;CDU;3;3;2;True;True;52171;21_08320_barrierefreie_anlegestellen_an_der_aussenalster_was_tut_der_senat_fuer_menschen_mit_behinderung.md
21/8321;2017-03-13;2017-03-21;Blitzer vor Kindergärten, Schulen, Krankenhäusern und Seniorenheimen;Dr. Wieland Schinnenburg;FDP;7;8;98;True;True;52172;21_08321_blitzer_vor_kindergaerten_schulen_krankenhaeusern_und_seniorenheimen.md
21/8322;2017-03-13;2017-03-21;Einnahmen durch Spielhallen;Dr. Wieland Schinnenburg;FDP;5;5;2;True;True;52173;21_08322_einnahmen_durch_spielhallen.md
21/8323;2017-03-13;2017-03-21;Verbringung von Sedimenten (XXVIII) – Was kostet die Kreislaufbaggerei den Steuerzahler?;"Michael Kruse; Dr. Kurt Duwe";FDP;5;10;2;True;True;52174;21_08323_verbringung_von_sedimenten_xxviii_was_kostet_die_kreislaufbaggerei_den_steuerzahler.md
21/8324;2017-03-13;2017-03-21;Säumige Rundfunkbeitragszahler – Wie viel verdient Hamburg an der Beitreibung von offenen Rundfunkbeiträgen?;Michael Kruse;FDP;3;4;2;True;True;52175;21_08324_saeumige_rundfunkbeitragszahler_wie_viel_verdient_hamburg_an_der_beitreibung_von_offenen_rundfunkbeit.md
21/8325;2017-03-14;2017-03-21;Abstimmung zum türkischen Präsidialsystem – Wahlurnen auch in Hamburg?;André Trepoll;CDU;6;7;2;True;True;52184;21_08325_abstimmung_zum_tuerkischen_praesidialsystem_wahlurnen_auch_in_hamburg.md
21/8331;2017-03-14;2017-03-21;Marktportfolioverkauf der HSH Nordbank;Michael Kruse;FDP;4;7;2;True;True;52179;21_08331_marktportfolioverkauf_der_hsh_nordbank.md
21/8332;2017-03-14;2017-03-21;Freie und Hundestadt Hamburg – Ist-Stand und Entwicklung seit 2011 (II);Dennis Thering;CDU;18;27;55;True;True;52180;21_08332_freie_und_hundestadt_hamburg_ist_stand_und_entwicklung_seit_2011_ii.md
21/8333;2017-03-14;2017-03-21;DIE LINKE Hamburg – Extremistische Teilstrukturen und Verbindungen zu gewaltorientierten linksextremistischen Gruppen;"Dirk Nockemann; Dr. Bernd Baumann; Dr. Joachim Körner";AfD;4;6;3;True;True;52181;21_08333_die_linke_hamburg_extremistische_teilstrukturen_und_verbindungen_zu_gewaltorientierten_linksextremist.md
21/8334;2017-03-14;2017-03-21;Belastung der Hamburger Justiz – Situation der Verwaltungsgerichtsbarkeit (IV);Anna-Elisabeth von Treuenfels-Frowein;FDP;7;15;3;True;True;52182;21_08334_belastung_der_hamburger_justiz_situation_der_verwaltungsgerichtsbarkeit_iv.md
21/8335;2017-03-14;2017-03-21;Gut gemeint ist nicht immer gut gemacht – Wird das Verteilen von Lebensmitteln und Kleidung an obdachlose Menschen gesteuert? (II);"Franziska Grunwaldt; Karin Prien";CDU;5;18;3;True;True;52183;21_08335_gut_gemeint_ist_nicht_immer_gut_gemacht_wird_das_verteilen_von_lebensmitteln_und_kleidung_an_obdachlo.md
21/8336;2017-03-14;2017-03-21;Programm MobiPro – Wie geht es weiter?;"Dr. Bernd Baumann; Detlef Ehlebracht; Dr. Joachim Körner";AfD;5;11;2;True;True;52178;21_08336_programm_mobipro_wie_geht_es_weiter.md
21/8338;2017-03-15;2017-03-21;Rohrkrepierer und Datenfriedhof? Kosten, Nutzen und Aussagekraft des Verbraucherschutz-Pegels (II);Dennis Thering;CDU;20;34;8;True;True;52186;21_08338_rohrkrepierer_und_datenfriedhof_kosten_nutzen_und_aussagekraft_des_verbraucherschutz_pegels_ii.md
21/8343;2017-03-15;2017-03-21;Gemeinsame geschlossene Jugendhilfeeinrichtung Hamburg/Bremen;Daniel Oetzel;FDP;9;15;2;True;True;52187;21_08343_gemeinsame_geschlossene_jugendhilfeeinrichtung_hamburg_bremen.md
21/8344;2017-03-15;2017-03-21;Verkaufsoffene Sonntage in Hamburg – Warum werden Hamburgs Händler mit immer mehr Bürokratie überzogen? (III);Michael Kruse;FDP;10;11;6;True;True;52188;21_08344_verkaufsoffene_sonntage_in_hamburg_warum_werden_hamburgs_haendler_mit_immer_mehr_buerokratie_ueberzog.md
21/8350;2017-03-15;2017-03-21;Aktivierung von Jugendlichen mit Vermittlungshemmnissen und Langzeitarbeitslosen: Wie wirksam ist die Maßnahme „Praktikum/Probebeschäftigung“?;Nebahat Güclü;fraktionslos;10;11;2;True;True;52189;21_08350_aktivierung_von_jugendlichen_mit_vermittlungshemmnissen_und_langzeitarbeitslosen_wie_wirksam_ist_die_.md
21/8351;2017-03-15;2017-03-21;VERA-Vergleichsarbeiten 2016 – Waren die Aufgaben und Lösungen vorher im Internet abrufbar?;Karin Prien;CDU;7;12;3;True;True;52190;21_08351_vera_vergleichsarbeiten_2016_waren_die_aufgaben_und_loesungen_vorher_im_internet_abrufbar.md
21/8352;2017-03-15;2017-03-15;Nachfragen zu der Schriftlichen Kleinen Anfrage 21/8309 wegen absurder Unterstellungen des Abgeordneten Dennis Gladiator;Nebahat Güclü;fraktionslos;0;0;1;False;True;52126;21_08352_nachfragen_zu_der_schriftlichen_kleinen_anfrage_21_8309_wegen_absurder_unterstellungen_des_abgeordnet.md
21/8354;2017-03-16;2017-03-24;Evaluation am Mühlenkamp (VIII);"Dennis Thering; Dr. Jens Wolf";CDU;8;14;2;True;True;52194;21_08354_evaluation_am_muehlenkamp_viii.md
21/8355;2017-03-16;2017-03-24;Womit hat sich das „Forum Verkehrssicherheit Hamburg“ im Jahr 2016 beschäftigt und was ist 2017 geplant?;Dennis Thering;CDU;22;37;9;True;True;52195;21_08355_womit_hat_sich_das_forum_verkehrssicherheit_hamburg_im_jahr_2016_beschaeftigt_und_was_ist_2017_geplan.md
21/8356;2017-03-16;2017-03-24;Was hat der Senat 2016 gegen Raser, Drängler und Rotlichtsünder unternommen?;Dennis Thering;CDU;45;51;8;True;True;52196;21_08356_was_hat_der_senat_2016_gegen_raser_draengler_und_rotlichtsuender_unternommen.md
21/8357;2017-03-16;2017-03-24;Erkrankte Schülerinnen und Schüler an Hamburgs Schulen – Wie ist die Lage?;Karin Prien;CDU;6;10;3;True;True;52197;21_08357_erkrankte_schuelerinnen_und_schueler_an_hamburgs_schulen_wie_ist_die_lage.md
21/8358;2017-03-16;2017-03-24;Sicherheitslage in den Gerichten und bei der Staatsanwaltschaft;Anna-Elisabeth von Treuenfels-Frowein;FDP;10;18;4;True;True;52198;21_08358_sicherheitslage_in_den_gerichten_und_bei_der_staatsanwaltschaft.md
21/8361;2017-03-16;2017-03-24;Streckenführung der U5 Ost;Heike Sudmann;Die Linke;14;21;4;True;True;52199;21_08361_streckenfuehrung_der_u5_ost.md
21/8362;2017-03-16;2017-03-24;Wohin mit Hamburgs straffälligen Jugendlichen?;"Richard Seelmaecker; Philipp Heißner";CDU;10;20;3;True;True;52200;21_08362_wohin_mit_hamburgs_straffaelligen_jugendlichen.md
21/8363;2017-03-16;2017-03-24;Drohnen über Justizvollzugsanstalten in Hamburg?;Dirk Nockemann;AfD;4;6;2;True;True;52201;21_08363_drohnen_ueber_justizvollzugsanstalten_in_hamburg.md
21/8364;2017-03-16;2017-03-24;Abstimmung Hamburgs in der 954. Sitzung des Bundesrates;"Dr. Alexander Wolf; Prof. Dr. Jörn Kruse; Dr. Bernd Baumann; Dirk Nockemann; Dr. Joachim Körner; Andrea Oelschläger; Detlef Ehlebracht";AfD;89;0;23;True;False;52202;21_08364_abstimmung_hamburgs_in_der_954_sitzung_des_bundesrates.md
21/8365;2017-03-16;2017-03-24;HADAG-Fährlinie 62 (II);"Markus Schreiber; Martin Bill";"GRÜNE; SPD";6;6;2;True;True;52203;21_08365_hadag_faehrlinie_62_ii.md
